Reaction ID,LSA-Mass-Frac,LSA-rate,Reaction names
1,0.48188527111924356,0.4780394620488478,CH3CH3 + 2 * <--> CH2CH3* + H*
11,0.3462172022161235,0.3239435059097672,CCH3* + * <--> C* + CH3*
17,0.00025507001294933034,0.000106928305431147,CH2CH3* + * <--> CH2* + CH3*
18,0.26425210867024546,0.2638264822095422,CH2CH3* + * <--> CH2CH2* + H*
19,-0.12965365702719733,-0.10525256785142353,CH2CH3* + * <--> CHCH3* + H*
20,0.01927287740186594,0.015407934882057082,CH4* + * <--> CH3* + H*
21,0.6488042577168123,0.6750251660799176,CH3* + * <--> CH2* + H*
28,0.002372117392735895,0.0026622200163184248,CHCH3* + * <--> CH* + CH3*
