t(s),Temperature,Pressure,Density,Mass,Volume,IntEnergy,mdot_in,mdot_out,mdot_surf,mdot
1.45000000e-01,9.00000000e+02,8.06561492e+04,7.80905815e-02,7.80905815e-08,1.00000000e-06,3.49672945e+06-1.15305513e-07,-1.15098090e-07,-3.16018373e-09,-2.95276084e-09,
1.90000000e-01,9.00000000e+02,7.96491397e+04,7.80460967e-02,7.80460967e-08,1.00000000e-06,3.45294989e+06-1.15305513e-07,-1.15088710e-07,-5.97326905e-09,-5.75646655e-09,
2.35000000e-01,9.00000000e+02,7.87051052e+04,7.80055611e-02,7.80055611e-08,1.00000000e-06,3.41182763e+06-1.15305513e-07,-1.15077163e-07,-4.91085170e-09,-4.68250154e-09,
2.80000000e-01,9.00000000e+02,7.78199928e+04,7.79686933e-02,7.79686933e-08,1.00000000e-06,3.37319471e+06-1.15305513e-07,-1.15066254e-07,-3.96717461e-09,-3.72791585e-09,
3.25000000e-01,9.00000000e+02,7.69900547e+04,7.79352344e-02,7.79352344e-08,1.00000000e-06,3.33689578e+06-1.15305513e-07,-1.15060983e-07,-1.50867165e-10,9.36629340e-11,
3.70000000e-01,9.00000000e+02,7.62120728e+04,7.79049670e-02,7.79049670e-08,1.00000000e-06,3.30279829e+06-1.15305513e-07,-1.15051772e-07,-1.59338927e-07,-1.59085187e-07,
4.15000000e-01,9.00000000e+02,7.54844333e+04,7.78777809e-02,7.78777809e-08,1.00000000e-06,3.27084056e+06-1.15305513e-07,-1.15044188e-07,-8.21146973e-10,-5.59821953e-10,
4.60000000e-01,9.00000000e+02,7.48075196e+04,7.78536515e-02,7.78536515e-08,1.00000000e-06,3.24104385e+06-1.15305513e-07,-1.15037179e-07,-1.40158466e-07,-1.39890132e-07,
5.05000000e-01,9.00000000e+02,7.41812259e+04,7.78325321e-02,7.78325321e-08,1.00000000e-06,3.21340876e+06-1.15305513e-07,-1.15030764e-07,-7.05365248e-10,-4.30616202e-10,
5.50000000e-01,9.00000000e+02,7.36057741e+04,7.78143910e-02,7.78143910e-08,1.00000000e-06,3.18794955e+06-1.15305513e-07,-1.15024915e-07,-1.17803026e-07,-1.17522428e-07,
5.95000000e-01,9.00000000e+02,7.30668522e+04,7.77984123e-02,7.77984123e-08,1.00000000e-06,3.16404683e+06-1.15305513e-07,-1.15022814e-07,-2.83756580e-10,-1.05746276e-12,
6.40000000e-01,9.00000000e+02,7.25369919e+04,7.77830857e-02,7.77830857e-08,1.00000000e-06,3.14050596e+06-1.15305513e-07,-1.15017329e-07,-2.60080046e-09,-2.31261706e-09,
6.85000000e-01,9.00000000e+02,7.20391812e+04,7.77696710e-02,7.77696710e-08,1.00000000e-06,3.11833495e+06-1.15305513e-07,-1.15011762e-07,-3.16667881e-09,-2.87292808e-09,
7.30000000e-01,9.00000000e+02,7.15715084e+04,7.77580446e-02,7.77580446e-08,1.00000000e-06,3.09745238e+06-1.15305513e-07,-1.15006581e-07,-1.12679466e-08,-1.09690154e-08,
7.75000000e-01,9.00000000e+02,7.11326340e+04,7.77481264e-02,7.77481264e-08,1.00000000e-06,3.07780324e+06-1.15305513e-07,-1.15001755e-07,-3.10634335e-12,3.00651066e-10,
8.20000000e-01,9.00000000e+02,7.07241563e+04,7.77399891e-02,7.77399891e-08,1.00000000e-06,3.05946020e+06-1.15305513e-07,-1.14999496e-07,-4.12910847e-09,-3.82309162e-09,
8.65000000e-01,9.00000000e+02,7.03413705e+04,7.77333622e-02,7.77333622e-08,1.00000000e-06,3.04222017e+06-1.15305513e-07,-1.14995200e-07,-6.21354169e-09,-5.90322915e-09,
9.10000000e-01,9.00000000e+02,6.99820636e+04,7.77281202e-02,7.77281202e-08,1.00000000e-06,3.02598926e+06-1.15305513e-07,-1.14988661e-07,-3.92216297e-10,-7.53650079e-11,
9.55000000e-01,9.00000000e+02,6.96467171e+04,7.77242598e-02,7.77242598e-08,1.00000000e-06,3.01078866e+06-1.15305513e-07,-1.14988661e-07,-3.92216297e-10,-7.53650079e-11,
1.00000000e+00,9.00000000e+02,6.93351595e+04,7.77217562e-02,7.77217562e-08,1.00000000e-06,2.99661257e+06-1.15305513e-07,-1.14984589e-07,-5.74674123e-08,-5.71464881e-08,
1.45000000e+00,9.00000000e+02,6.71635317e+04,7.77516663e-02,7.77516663e-08,1.00000000e-06,2.89566482e+06-1.15305513e-07,-1.14962643e-07,-3.23485580e-10,1.93840808e-11,
1.90000000e+00,9.00000000e+02,6.60511544e+04,7.78430310e-02,7.78430310e-08,1.00000000e-06,2.84064486e+06-1.15305513e-07,-1.14951712e-07,-3.97567378e-09,-3.62187337e-09,
2.35000000e+00,9.00000000e+02,6.55222203e+04,7.79675579e-02,7.79675579e-08,1.00000000e-06,2.81099795e+06-1.15305513e-07,-1.14947458e-07,1.66861769e-10,5.24916022e-10,
2.80000000e+00,9.00000000e+02,6.53059868e+04,7.81096352e-02,7.81096352e-08,1.00000000e-06,2.79497965e+06-1.15305513e-07,-1.14945195e-07,-2.19957151e-09,-1.83925350e-09,
3.25000000e+00,9.00000000e+02,6.52475049e+04,7.82602523e-02,7.82602523e-08,1.00000000e-06,2.78583506e+06-1.15305513e-07,-1.14944741e-07,-4.19280358e-11,3.18843484e-10,
3.70000000e+00,9.00000000e+02,6.52794245e+04,7.84155064e-02,7.84155064e-08,1.00000000e-06,2.78063733e+06-1.15305513e-07,-1.14945152e-07,-1.71267590e-10,1.89093328e-10,
4.00000000e+00,9.00000000e+02,6.53267940e+04,7.85202137e-02,7.85202137e-08,1.00000000e-06,2.77831524e+06-1.15305513e-07,-1.14945650e-07,-1.44505898e-10,2.15357126e-10,
