t(s),N2(T),N(T),H(T),NH3(T),NH2(T),NH(T),RU(T),N2(S),N(S),H(S),NH3(S),NH2(S),NH(S),RU(S)
8.20000000e-06,4.51880098e-08,7.23393349e-05,7.09494135e-05,1.15916974e-08,7.15116932e-06,-8.24337327e-05,-6.80629646e-05,8.89063665e-06,-1.13334204e-06,-9.48282975e-07,3.51132368e-07,1.73204088e-05,-3.45272411e-05,1.00466883e-05
8.65000000e-06,3.26000147e-08,4.61787788e-05,4.71115746e-05,7.05673513e-09,3.65459656e-06,-5.21692118e-05,-4.48153949e-05,9.07747106e-06,-7.38415632e-06,1.14345747e-05,1.12506819e-07,-5.50059441e-07,-1.04983580e-05,-2.19197887e-06
9.10000000e-06,1.82458006e-08,3.38614931e-05,3.32639177e-05,5.89219402e-09,4.23706590e-06,-3.99450157e-05,-3.14415991e-05,-1.22211210e-06,9.32452384e-06,-1.68118363e-05,3.00135288e-07,2.33626395e-05,-3.06752970e-05,1.57219468e-05
9.55000000e-06,1.41299743e-08,2.07701525e-05,2.17303124e-05,3.37353440e-09,1.94284474e-06,-2.41823497e-05,-2.02784633e-05,4.27610564e-06,-4.68842122e-06,6.56992764e-06,2.41834263e-08,-2.53988530e-06,-1.45276519e-06,-2.18914499e-06
1.00000000e-05,1.20798677e-08,1.31067971e-05,1.50079771e-05,1.78283678e-09,4.16237022e-07,-1.46947196e-05,-1.38501543e-05,4.27994604e-06,-5.58666272e-06,9.89122934e-06,-3.21949953e-08,-6.68274667e-06,3.65840493e-06,-5.52797592e-06
1.45000000e-05,1.11545789e-09,2.01867995e-06,1.99282395e-06,3.85621935e-10,2.63200740e-07,-2.40216586e-06,-1.87403986e-06,8.27215434e-06,-9.40568448e-06,1.44476219e-05,-6.49650814e-09,-7.27928360e-06,1.39294986e-07,-6.16760668e-06
1.90000000e-05,1.45496445e-11,6.65623969e-08,7.53743070e-08,-3.62811083e-12,1.40246145e-08,-9.19640719e-08,-6.40081681e-08,8.18788446e-06,-1.80970309e-05,3.06991098e-05,-4.63043643e-07,-3.14939915e-05,3.36780725e-05,-2.25110007e-05
2.35000000e-05,1.08212050e-14,-3.38322259e-10,3.55136229e-10,1.26227154e-14,-1.24931315e-13,4.27746727e-11,-5.94871557e-11,-4.53471935e-08,1.15609318e-07,1.64655230e-09,5.42333721e-10,2.14130457e-08,-4.63263730e-08,-4.75376829e-08
2.80000000e-05,-1.69222275e-14,9.05707065e-10,-7.41998993e-10,-3.30898503e-15,1.18171098e-12,-3.61879415e-11,-1.28681610e-10,-1.41871031e-09,3.49182550e-09,4.71718591e-09,-3.67471260e-11,-3.72650438e-09,2.95483993e-09,-5.98188952e-09
3.25000000e-05,-1.15437174e-13,9.43495948e-10,-9.81291076e-10,-7.94156407e-15,1.43518530e-12,6.32311981e-11,-2.67478765e-11,9.08212541e-09,-2.32786466e-08,5.29193871e-11,-4.73981446e-11,-5.10736917e-09,1.02865183e-08,9.01185078e-09
3.70000000e-05,-7.66595121e-13,3.60595998e-10,-1.50643810e-09,-4.84230711e-14,-1.47530460e-11,6.42213394e-10,5.19196776e-10,3.02410565e-09,-7.84632981e-09,-5.66614857e-10,-1.17593746e-11,-1.25155807e-09,3.08380965e-09,3.56834680e-09
