t(s),N2(T),N(T),H(T),NH3(T),NH2(T),NH(T),RU(T),N2(S),N(S),H(S),NH3(S),NH2(S),NH(S),RU(S)
3.25000000e-05,1.20052030e-06,8.19888538e-01,1.01301562e-01,3.73765579e-07,1.43133821e-06,1.37017569e-02,6.51051385e-02,2.80038611e-07,8.06253880e-01,1.12774593e-01,9.68594936e-06,3.42379352e-03,5.06041739e-03,7.24772793e-02
3.70000000e-05,1.20052133e-06,8.19888719e-01,1.01301418e-01,3.73764533e-07,1.43133567e-06,1.37017462e-02,6.51051116e-02,2.80038858e-07,8.06254078e-01,1.12774434e-01,9.68592206e-06,3.42378737e-03,5.06041347e-03,7.24772511e-02
4.15000000e-05,1.20052235e-06,8.19888899e-01,1.01301276e-01,3.73763494e-07,1.43133314e-06,1.37017356e-02,6.51050847e-02,2.80039106e-07,8.06254275e-01,1.12774276e-01,9.68589495e-06,3.42378126e-03,5.06040957e-03,7.24772226e-02
4.60000000e-05,1.20052337e-06,8.19889078e-01,1.01301134e-01,3.73762464e-07,1.43133062e-06,1.37017250e-02,6.51050579e-02,2.80039351e-07,8.06254470e-01,1.12774119e-01,9.68586832e-06,3.42377526e-03,5.06040575e-03,7.24771942e-02
5.05000000e-05,1.20052439e-06,8.19889257e-01,1.01300992e-01,3.73761439e-07,1.43132810e-06,1.37017145e-02,6.51050311e-02,2.80039594e-07,8.06254664e-01,1.12773964e-01,9.68584194e-06,3.42376932e-03,5.06040196e-03,7.24771659e-02
5.50000000e-05,1.20052541e-06,8.19889436e-01,1.01300850e-01,3.73760414e-07,1.43132559e-06,1.37017040e-02,6.51050043e-02,2.80039838e-07,8.06254857e-01,1.12773808e-01,9.68581556e-06,3.42376338e-03,5.06039818e-03,7.24771377e-02
5.95000000e-05,1.20052643e-06,8.19889615e-01,1.01300709e-01,3.73759389e-07,1.43132308e-06,1.37016934e-02,6.51049775e-02,2.80040082e-07,8.06255050e-01,1.12773653e-01,9.68578918e-06,3.42375743e-03,5.06039440e-03,7.24771094e-02
6.40000000e-05,1.20052745e-06,8.19889794e-01,1.01300567e-01,3.73758363e-07,1.43132057e-06,1.37016829e-02,6.51049507e-02,2.80040326e-07,8.06255244e-01,1.12773497e-01,9.68576281e-06,3.42375149e-03,5.06039061e-03,7.24770811e-02
6.85000000e-05,1.20052847e-06,8.19889973e-01,1.01300426e-01,3.73757338e-07,1.43131806e-06,1.37016724e-02,6.51049240e-02,2.80040570e-07,8.06255437e-01,1.12773342e-01,9.68573643e-06,3.42374555e-03,5.06038683e-03,7.24770528e-02
7.30000000e-05,1.20052949e-06,8.19890152e-01,1.01300284e-01,3.73756313e-07,1.43131554e-06,1.37016618e-02,6.51048972e-02,2.80040814e-07,8.06255631e-01,1.12773186e-01,9.68571005e-06,3.42373961e-03,5.06038304e-03,7.24770246e-02
7.75000000e-05,1.20053051e-06,8.19890331e-01,1.01300142e-01,3.73755288e-07,1.43131303e-06,1.37016513e-02,6.51048704e-02,2.80041058e-07,8.06255824e-01,1.12773031e-01,9.68568368e-06,3.42373367e-03,5.06037926e-03,7.24769963e-02
8.20000000e-05,1.20053153e-06,8.19890510e-01,1.01300001e-01,3.73754263e-07,1.43131052e-06,1.37016408e-02,6.51048436e-02,2.80041301e-07,8.06256017e-01,1.12772876e-01,9.68565732e-06,3.42372773e-03,5.06037547e-03,7.24769680e-02
8.65000000e-05,1.20053254e-06,8.19890689e-01,1.01299859e-01,3.73753239e-07,1.43130801e-06,1.37016303e-02,6.51048168e-02,2.80041545e-07,8.06256211e-01,1.12772721e-01,9.68563099e-06,3.42372180e-03,5.06037170e-03,7.24769398e-02
9.10000000e-05,1.20053356e-06,8.19890868e-01,1.01299717e-01,3.73752215e-07,1.43130550e-06,1.37016197e-02,6.51047900e-02,2.80041789e-07,8.06256404e-01,1.12772565e-01,9.68560465e-06,3.42371587e-03,5.06036792e-03,7.24769115e-02
9.55000000e-05,1.20053458e-06,8.19891046e-01,1.01299576e-01,3.73751191e-07,1.43130299e-06,1.37016092e-02,6.51047633e-02,2.80042032e-07,8.06256597e-01,1.12772410e-01,9.68557832e-06,3.42370994e-03,5.06036414e-03,7.24768833e-02
1.00000000e-04,1.20053560e-06,8.19891225e-01,1.01299434e-01,3.73750167e-07,1.43130048e-06,1.37015987e-02,6.51047365e-02,2.80042276e-07,8.06256790e-01,1.12772255e-01,9.68555199e-06,3.42370400e-03,5.06036036e-03,7.24768550e-02
1.45000000e-04,1.20054579e-06,8.19893014e-01,1.01298019e-01,3.73739926e-07,1.43127538e-06,1.37014935e-02,6.51044687e-02,2.80044712e-07,8.06258722e-01,1.12770703e-01,9.68528868e-06,3.42364469e-03,5.06032258e-03,7.24765725e-02
1.90000000e-04,1.20055597e-06,8.19894803e-01,1.01296603e-01,3.73729685e-07,1.43125027e-06,1.37013882e-02,6.51042009e-02,2.80047148e-07,8.06260654e-01,1.12769151e-01,9.68502536e-06,3.42358537e-03,5.06028480e-03,7.24762899e-02
2.35000000e-04,1.20056615e-06,8.19896592e-01,1.01295187e-01,3.73719444e-07,1.43122517e-06,1.37012830e-02,6.51039332e-02,2.80049583e-07,8.06262585e-01,1.12767599e-01,9.68476205e-06,3.42352606e-03,5.06024702e-03,7.24760074e-02
2.80000000e-04,1.20057632e-06,8.19898377e-01,1.01293774e-01,3.73709223e-07,1.43120011e-06,1.37011779e-02,6.51036659e-02,2.80052015e-07,8.06264514e-01,1.12766050e-01,9.68449923e-06,3.42346685e-03,5.06020930e-03,7.24757254e-02
3.25000000e-04,1.20058649e-06,8.19900162e-01,1.01292361e-01,3.73699001e-07,1.43117505e-06,1.37010729e-02,6.51033987e-02,2.80054447e-07,8.06266442e-01,1.12764501e-01,9.68423642e-06,3.42340763e-03,5.06017158e-03,7.24754435e-02
3.70000000e-04,1.20059666e-06,8.19901948e-01,1.01290948e-01,3.73688779e-07,1.43114999e-06,1.37009678e-02,6.51031315e-02,2.80056878e-07,8.06268370e-01,1.12762952e-01,9.68397360e-06,3.42334842e-03,5.06013385e-03,7.24751615e-02
4.15000000e-04,1.20060682e-06,8.19903733e-01,1.01289535e-01,3.73678558e-07,1.43112493e-06,1.37008627e-02,6.51028642e-02,2.80059310e-07,8.06270298e-01,1.12761403e-01,9.68371078e-06,3.42328921e-03,5.06009613e-03,7.24748795e-02
